circ_idx,seq,A,G,d,B,P,M,P_enc,G_enc,d_enc,M_enc,P_native_gate_count,G_native_gate_count,d_native_gate_count,M_native_gate_count,full_native_gate_count,remaining_native_gate_count,remaining_wait_num_4-pihalf,remaining_wait_num_pihalf,full_sequence_length
96,Gypi2:0([])^2Gypi2:0@(0)  300  724,Gypi2:0,[],2,Gypi2:0,Gypi2:0,Gypi2:0,6,4,2,6,1,4,2,1,10,32763,8190,3,8197
97,Gxpi2:0Gxpi2:0Gxpi2:0([])^2@(0)  567  457,Gxpi2:0Gxpi2:0Gxpi2:0,[],2,,Gxpi2:0Gxpi2:0Gxpi2:0,,9,4,2,-1,3,4,2,0,11,32762,8190,2,8195
98,Gxpi2:0Gxpi2:0Gxpi2:0([])^2Gxpi2:0@(0)  835  189,Gxpi2:0Gxpi2:0Gxpi2:0,[],2,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,9,4,2,5,3,4,2,1,12,32761,8190,1,8195
99,Gxpi2:0Gxpi2:0Gxpi2:0([])^2Gypi2:0@(0)  541  483,Gxpi2:0Gxpi2:0Gxpi2:0,[],2,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,4,2,6,3,4,2,1,12,32761,8190,1,8195
100,Gypi2:0Gypi2:0Gypi2:0([])^2Gxpi2:0@(0)  536  488,Gypi2:0Gypi2:0Gypi2:0,[],2,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,10,4,2,5,3,4,2,1,12,32761,8190,1,8195
101,Gypi2:0Gypi2:0Gypi2:0([])^2Gxpi2:0Gxpi2:0@(0)  598  426,Gypi2:0Gypi2:0Gypi2:0,[],2,Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0,10,4,2,7,3,4,2,2,13,32760,8190,0,8194
102,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0)^2Gypi2:0Gypi2:0Gypi2:0@(0)  252  772,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,2,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,10,5,2,10,3,1,2,3,8,32765,8191,1,8196
103,Gxpi2:0(Gypi2:0)^2Gxpi2:0Gxpi2:0Gxpi2:0@(0)  855  169,Gxpi2:0,Gypi2:0,2,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,6,2,9,1,1,2,3,6,32767,8191,3,8198
104,Gypi2:0(Gxpi2:0Gypi2:0)Gypi2:0Gypi2:0Gypi2:0@(0)  571  453,Gypi2:0,Gxpi2:0Gypi2:0,1,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,6,8,1,10,1,2,1,3,6,32767,8191,3,8197
105,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)Gypi2:0@(0)  289  735,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,1,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,8,1,6,3,2,1,1,6,32767,8191,3,8197
106,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)Gxpi2:0Gxpi2:0@(0)  550  474,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,1,Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0,9,8,1,7,3,2,1,2,7,32766,8191,2,8196
107,([])^4Gxpi2:0@(0)  594  430,,[],4,Gxpi2:0,,Gxpi2:0,-1,4,4,5,0,4,4,1,17,32756,8189,0,8194
108,([])^4Gypi2:0@(0)  550  474,,[],4,Gypi2:0,,Gypi2:0,-1,4,4,6,0,4,4,1,17,32756,8189,0,8194
109,([])^4Gxpi2:0Gxpi2:0@(0)  261  763,,[],4,Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0,-1,4,4,7,0,4,4,2,18,32755,8188,3,8196
110,Gypi2:0([])^4Gypi2:0@(0)  280  744,Gypi2:0,[],4,Gypi2:0,Gypi2:0,Gypi2:0,6,4,4,6,1,4,4,1,18,32755,8188,3,8197
111,Gxpi2:0Gxpi2:0Gxpi2:0([])^4@(0)  531  493,Gxpi2:0Gxpi2:0Gxpi2:0,[],4,,Gxpi2:0Gxpi2:0Gxpi2:0,,9,4,4,-1,3,4,4,0,19,32754,8188,2,8195
112,Gxpi2:0Gxpi2:0Gxpi2:0([])^4Gxpi2:0@(0)  869  155,Gxpi2:0Gxpi2:0Gxpi2:0,[],4,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,9,4,4,5,3,4,4,1,20,32753,8188,1,8195
113,Gxpi2:0Gxpi2:0Gxpi2:0([])^4Gypi2:0@(0)  571  453,Gxpi2:0Gxpi2:0Gxpi2:0,[],4,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,4,4,6,3,4,4,1,20,32753,8188,1,8195
114,Gypi2:0Gypi2:0Gypi2:0([])^4Gxpi2:0@(0)  559  465,Gypi2:0Gypi2:0Gypi2:0,[],4,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,10,4,4,5,3,4,4,1,20,32753,8188,1,8195
115,Gypi2:0Gypi2:0Gypi2:0([])^4Gxpi2:0Gxpi2:0@(0)  571  453,Gypi2:0Gypi2:0Gypi2:0,[],4,Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0,10,4,4,7,3,4,4,2,21,32752,8188,0,8194
116,Gxpi2:0(Gxpi2:0)^4Gxpi2:0Gxpi2:0Gxpi2:0@(0)  830  194,Gxpi2:0,Gxpi2:0,4,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,5,4,9,1,1,4,3,8,32765,8191,1,8198
117,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0)^4Gypi2:0Gypi2:0Gypi2:0@(0)  226  798,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,4,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,10,5,4,10,3,1,4,3,10,32763,8190,3,8199
118,Gxpi2:0(Gypi2:0)^4Gxpi2:0Gxpi2:0Gxpi2:0@(0)  816  208,Gxpi2:0,Gypi2:0,4,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,6,4,9,1,1,4,3,8,32765,8191,1,8198
119,Gypi2:0(Gypi2:0)^4Gxpi2:0Gxpi2:0@(0)  549  475,Gypi2:0,Gypi2:0,4,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,6,4,7,1,1,4,2,7,32766,8191,2,8199
120,Gypi2:0Gypi2:0Gypi2:0(Gypi2:0)^4Gypi2:0@(0)  861  163,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,4,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,10,6,4,6,3,1,4,1,8,32765,8191,1,8198
121,Gxpi2:0(Gxpi2:0Gypi2:0)^2Gxpi2:0@(0)  537  487,Gxpi2:0,Gxpi2:0Gypi2:0,2,Gxpi2:0,Gxpi2:0,Gxpi2:0,5,8,2,5,1,2,2,1,6,32767,8191,3,8198
122,Gxpi2:0(Gxpi2:0Gypi2:0)^2Gypi2:0Gypi2:0Gypi2:0@(0)  574  450,Gxpi2:0,Gxpi2:0Gypi2:0,2,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,5,8,2,10,1,2,2,3,8,32765,8191,1,8196
123,Gypi2:0(Gxpi2:0Gypi2:0)^2Gypi2:0Gypi2:0Gypi2:0@(0)  537  487,Gypi2:0,Gxpi2:0Gypi2:0,2,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,6,8,2,10,1,2,2,3,8,32765,8191,1,8196
124,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^2Gypi2:0@(0)  568  456,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,2,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,8,2,6,3,2,2,1,8,32765,8191,1,8196
125,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^2Gxpi2:0Gxpi2:0@(0)  856  168,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,2,Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0,9,8,2,7,3,2,2,2,9,32764,8191,0,8195
126,Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)Gxpi2:0Gxpi2:0@(0)  885  139,Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,1,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,11,1,7,1,3,1,2,6,32767,8191,3,8197
127,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)Gypi2:0@(0)  565  459,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,1,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,11,1,6,3,3,1,1,7,32766,8191,2,8196
128,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)Gxpi2:0Gxpi2:0Gxpi2:0@(0)  525  499,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,1,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,10,11,1,9,3,3,1,3,9,32764,8191,0,8194
129,([])^8Gxpi2:0@(0)  558  466,,[],8,Gxpi2:0,,Gxpi2:0,-1,4,8,5,0,4,8,1,33,32740,8185,0,8194
130,([])^8Gypi2:0@(0)  549  475,,[],8,Gypi2:0,,Gypi2:0,-1,4,8,6,0,4,8,1,33,32740,8185,0,8194
131,([])^8Gxpi2:0Gxpi2:0@(0)  292  732,,[],8,Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0,-1,4,8,7,0,4,8,2,34,32739,8184,3,8196
132,Gypi2:0([])^8Gypi2:0@(0)  281  743,Gypi2:0,[],8,Gypi2:0,Gypi2:0,Gypi2:0,6,4,8,6,1,4,8,1,34,32739,8184,3,8197
133,Gxpi2:0Gxpi2:0Gxpi2:0([])^8@(0)  570  454,Gxpi2:0Gxpi2:0Gxpi2:0,[],8,,Gxpi2:0Gxpi2:0Gxpi2:0,,9,4,8,-1,3,4,8,0,35,32738,8184,2,8195
134,Gxpi2:0Gxpi2:0Gxpi2:0([])^8Gxpi2:0@(0)  858  166,Gxpi2:0Gxpi2:0Gxpi2:0,[],8,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,9,4,8,5,3,4,8,1,36,32737,8184,1,8195
135,Gxpi2:0Gxpi2:0Gxpi2:0([])^8Gypi2:0@(0)  557  467,Gxpi2:0Gxpi2:0Gxpi2:0,[],8,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,4,8,6,3,4,8,1,36,32737,8184,1,8195
136,Gypi2:0Gypi2:0Gypi2:0([])^8Gxpi2:0@(0)  535  489,Gypi2:0Gypi2:0Gypi2:0,[],8,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,10,4,8,5,3,4,8,1,36,32737,8184,1,8195
137,Gypi2:0Gypi2:0Gypi2:0([])^8Gxpi2:0Gxpi2:0@(0)  575  449,Gypi2:0Gypi2:0Gypi2:0,[],8,Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0,10,4,8,7,3,4,8,2,37,32736,8184,0,8194
138,(Gxpi2:0)^8Gxpi2:0Gxpi2:0Gxpi2:0@(0)  558  466,,Gxpi2:0,8,Gxpi2:0Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0Gxpi2:0,-1,5,8,9,0,1,8,3,11,32762,8190,2,8201
139,Gxpi2:0(Gxpi2:0)^8Gxpi2:0Gxpi2:0Gxpi2:0@(0)  851  173,Gxpi2:0,Gxpi2:0,8,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,5,8,9,1,1,8,3,12,32761,8190,1,8201
140,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0)^8Gypi2:0Gypi2:0Gypi2:0@(0)  206  818,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,8,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,10,5,8,10,3,1,8,3,14,32759,8189,3,8202
141,Gxpi2:0(Gypi2:0)^8Gxpi2:0Gxpi2:0Gxpi2:0@(0)  813  211,Gxpi2:0,Gypi2:0,8,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,6,8,9,1,1,8,3,12,32761,8190,1,8201
142,Gypi2:0(Gypi2:0)^8Gxpi2:0Gxpi2:0@(0)  510  514,Gypi2:0,Gypi2:0,8,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,6,8,7,1,1,8,2,11,32762,8190,2,8202
143,Gypi2:0Gypi2:0Gypi2:0(Gypi2:0)^8Gypi2:0@(0)  852  172,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,8,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,10,6,8,6,3,1,8,1,12,32761,8190,1,8201
144,Gxpi2:0(Gxpi2:0Gypi2:0)^4Gxpi2:0@(0)  583  441,Gxpi2:0,Gxpi2:0Gypi2:0,4,Gxpi2:0,Gxpi2:0,Gxpi2:0,5,8,4,5,1,2,4,1,10,32763,8190,3,8199
145,Gxpi2:0(Gxpi2:0Gypi2:0)^4Gypi2:0Gypi2:0Gypi2:0@(0)  241  783,Gxpi2:0,Gxpi2:0Gypi2:0,4,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,5,8,4,10,1,2,4,3,12,32761,8190,1,8197
146,Gypi2:0(Gxpi2:0Gypi2:0)^4Gypi2:0Gypi2:0Gypi2:0@(0)  558  466,Gypi2:0,Gxpi2:0Gypi2:0,4,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,6,8,4,10,1,2,4,3,12,32761,8190,1,8197
147,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^4Gypi2:0@(0)  249  775,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,4,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,8,4,6,3,2,4,1,12,32761,8190,1,8197
148,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^4Gxpi2:0Gxpi2:0@(0)  536  488,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,4,Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0,9,8,4,7,3,2,4,2,13,32760,8190,0,8196
149,(Gxpi2:0Gxpi2:0Gypi2:0)^2@(0)  842  182,,Gxpi2:0Gxpi2:0Gypi2:0,2,,,,-1,11,2,-1,0,3,2,0,6,32767,8191,3,8196
150,Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^2Gxpi2:0Gxpi2:0Gxpi2:0@(0)  888  136,Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,2,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,11,2,9,1,3,2,3,10,32763,8190,3,8197
151,Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^2Gxpi2:0Gxpi2:0@(0)  542  482,Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,2,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,11,2,7,1,3,2,2,9,32764,8191,0,8195
152,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^2Gypi2:0@(0)  580  444,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,2,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,11,2,6,3,3,2,1,10,32763,8190,3,8197
153,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^2Gxpi2:0Gxpi2:0Gxpi2:0@(0)  578  446,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,2,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,10,11,2,9,3,3,2,3,12,32761,8190,1,8195
154,([])^16Gxpi2:0@(0)  551  473,,[],16,Gxpi2:0,,Gxpi2:0,-1,4,16,5,0,4,16,1,65,32708,8177,0,8194
155,([])^16Gypi2:0@(0)  538  486,,[],16,Gypi2:0,,Gypi2:0,-1,4,16,6,0,4,16,1,65,32708,8177,0,8194
156,([])^16Gxpi2:0Gxpi2:0@(0)  263  761,,[],16,Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0,-1,4,16,7,0,4,16,2,66,32707,8176,3,8196
157,Gypi2:0([])^16Gypi2:0@(0)  272  752,Gypi2:0,[],16,Gypi2:0,Gypi2:0,Gypi2:0,6,4,16,6,1,4,16,1,66,32707,8176,3,8197
158,Gxpi2:0Gxpi2:0Gxpi2:0([])^16@(0)  531  493,Gxpi2:0Gxpi2:0Gxpi2:0,[],16,,Gxpi2:0Gxpi2:0Gxpi2:0,,9,4,16,-1,3,4,16,0,67,32706,8176,2,8195
159,Gxpi2:0Gxpi2:0Gxpi2:0([])^16Gxpi2:0@(0)  850  174,Gxpi2:0Gxpi2:0Gxpi2:0,[],16,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,9,4,16,5,3,4,16,1,68,32705,8176,1,8195
160,Gxpi2:0Gxpi2:0Gxpi2:0([])^16Gypi2:0@(0)  540  484,Gxpi2:0Gxpi2:0Gxpi2:0,[],16,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,4,16,6,3,4,16,1,68,32705,8176,1,8195
161,Gypi2:0Gypi2:0Gypi2:0([])^16Gxpi2:0@(0)  564  460,Gypi2:0Gypi2:0Gypi2:0,[],16,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,10,4,16,5,3,4,16,1,68,32705,8176,1,8195
162,Gypi2:0Gypi2:0Gypi2:0([])^16Gxpi2:0Gxpi2:0@(0)  572  452,Gypi2:0Gypi2:0Gypi2:0,[],16,Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0,10,4,16,7,3,4,16,2,69,32704,8176,0,8194
163,(Gxpi2:0)^16Gxpi2:0Gxpi2:0Gxpi2:0@(0)  538  486,,Gxpi2:0,16,Gxpi2:0Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0Gxpi2:0,-1,5,16,9,0,1,16,3,19,32754,8188,2,8207
164,Gxpi2:0(Gxpi2:0)^16Gxpi2:0Gxpi2:0Gxpi2:0@(0)  847  177,Gxpi2:0,Gxpi2:0,16,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,5,16,9,1,1,16,3,20,32753,8188,1,8207
165,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0)^16Gypi2:0Gypi2:0Gypi2:0@(0)  229  795,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,16,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,10,5,16,10,3,1,16,3,22,32751,8187,3,8208
166,Gxpi2:0(Gypi2:0)^16Gxpi2:0Gxpi2:0Gxpi2:0@(0)  828  196,Gxpi2:0,Gypi2:0,16,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,6,16,9,1,1,16,3,20,32753,8188,1,8207
167,Gypi2:0(Gypi2:0)^16Gxpi2:0Gxpi2:0@(0)  542  482,Gypi2:0,Gypi2:0,16,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,6,16,7,1,1,16,2,19,32754,8188,2,8208
168,Gypi2:0Gypi2:0Gypi2:0(Gypi2:0)^16Gypi2:0@(0)  850  174,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,16,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,10,6,16,6,3,1,16,1,20,32753,8188,1,8207
169,Gxpi2:0(Gxpi2:0Gypi2:0)^8Gxpi2:0@(0)  544  480,Gxpi2:0,Gxpi2:0Gypi2:0,8,Gxpi2:0,Gxpi2:0,Gxpi2:0,5,8,8,5,1,2,8,1,18,32755,8188,3,8201
170,Gxpi2:0(Gxpi2:0Gypi2:0)^8Gypi2:0Gypi2:0Gypi2:0@(0)  529  495,Gxpi2:0,Gxpi2:0Gypi2:0,8,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,5,8,8,10,1,2,8,3,20,32753,8188,1,8199
171,Gypi2:0(Gxpi2:0Gypi2:0)^8Gypi2:0Gypi2:0Gypi2:0@(0)  576  448,Gypi2:0,Gxpi2:0Gypi2:0,8,Gypi2:0Gypi2:0Gypi2:0,Gypi2:0,Gypi2:0Gypi2:0Gypi2:0,6,8,8,10,1,2,8,3,20,32753,8188,1,8199
172,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^8Gypi2:0@(0)  538  486,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,8,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,8,8,6,3,2,8,1,20,32753,8188,1,8199
173,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gypi2:0)^8Gxpi2:0Gxpi2:0@(0)  847  177,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gypi2:0,8,Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0,9,8,8,7,3,2,8,2,21,32752,8188,0,8198
174,(Gxpi2:0Gxpi2:0Gypi2:0)^5@(0)  556  468,,Gxpi2:0Gxpi2:0Gypi2:0,5,,,,-1,11,5,-1,0,3,5,0,15,32758,8189,2,8196
175,Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^5Gxpi2:0Gxpi2:0Gxpi2:0@(0)  244  780,Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,5,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,11,5,9,1,3,5,3,19,32754,8188,2,8197
176,Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^5Gxpi2:0Gxpi2:0@(0)  817  207,Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,5,Gxpi2:0Gxpi2:0,Gypi2:0,Gxpi2:0Gxpi2:0,6,11,5,7,1,3,5,2,18,32755,8188,3,8198
177,Gxpi2:0Gxpi2:0Gxpi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^5Gypi2:0@(0)  556  468,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0Gxpi2:0Gypi2:0,5,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,11,5,6,3,3,5,1,19,32754,8188,2,8197
178,Gypi2:0Gypi2:0Gypi2:0(Gxpi2:0Gxpi2:0Gypi2:0)^5Gxpi2:0Gxpi2:0Gxpi2:0@(0)  545  479,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gypi2:0,5,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,10,11,5,9,3,3,5,3,21,32752,8188,0,8195
179,([])^32Gxpi2:0@(0)  630  394,,[],32,Gxpi2:0,,Gxpi2:0,-1,4,32,5,0,4,32,1,129,32644,8161,0,8194
180,([])^32Gypi2:0@(0)  523  501,,[],32,Gypi2:0,,Gypi2:0,-1,4,32,6,0,4,32,1,129,32644,8161,0,8194
181,([])^32Gxpi2:0Gxpi2:0@(0)  265  759,,[],32,Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0,-1,4,32,7,0,4,32,2,130,32643,8160,3,8196
182,Gypi2:0([])^32Gypi2:0@(0)  268  756,Gypi2:0,[],32,Gypi2:0,Gypi2:0,Gypi2:0,6,4,32,6,1,4,32,1,130,32643,8160,3,8197
183,Gxpi2:0Gxpi2:0Gxpi2:0([])^32@(0)  459  565,Gxpi2:0Gxpi2:0Gxpi2:0,[],32,,Gxpi2:0Gxpi2:0Gxpi2:0,,9,4,32,-1,3,4,32,0,131,32642,8160,2,8195
184,Gxpi2:0Gxpi2:0Gxpi2:0([])^32Gxpi2:0@(0)  819  205,Gxpi2:0Gxpi2:0Gxpi2:0,[],32,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,9,4,32,5,3,4,32,1,132,32641,8160,1,8195
185,Gxpi2:0Gxpi2:0Gxpi2:0([])^32Gypi2:0@(0)  542  482,Gxpi2:0Gxpi2:0Gxpi2:0,[],32,Gypi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,Gypi2:0,9,4,32,6,3,4,32,1,132,32641,8160,1,8195
186,Gypi2:0Gypi2:0Gypi2:0([])^32Gxpi2:0@(0)  551  473,Gypi2:0Gypi2:0Gypi2:0,[],32,Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0,10,4,32,5,3,4,32,1,132,32641,8160,1,8195
187,Gypi2:0Gypi2:0Gypi2:0([])^32Gxpi2:0Gxpi2:0@(0)  560  464,Gypi2:0Gypi2:0Gypi2:0,[],32,Gxpi2:0Gxpi2:0,Gypi2:0Gypi2:0Gypi2:0,Gxpi2:0Gxpi2:0,10,4,32,7,3,4,32,2,133,32640,8160,0,8194
188,(Gxpi2:0)^32Gxpi2:0Gxpi2:0Gxpi2:0@(0)  549  475,,Gxpi2:0,32,Gxpi2:0Gxpi2:0Gxpi2:0,,Gxpi2:0Gxpi2:0Gxpi2:0,-1,5,32,9,0,1,32,3,35,32738,8184,2,8219
189,Gxpi2:0(Gxpi2:0)^32Gxpi2:0Gxpi2:0Gxpi2:0@(0)  825  199,Gxpi2:0,Gxpi2:0,32,Gxpi2:0Gxpi2:0Gxpi2:0,Gxpi2:0,Gxpi2:0Gxpi2:0Gxpi2:0,5,5,32,9,1,1,32,3,36,32737,8184,1,8219
